ClustalW_1_S1_L001_R1_001-Sorted.txt,ClustalW_2_S2_L001_R1_001-Sorted.txt,ClustalW_3_S3_L001_R1_001-Sorted.txt,ClustalW_4_S4_L001_R1_001-Sorted.txt,ClustalW_5_S5_L001_R1_001-Sorted.txt,ClustalW_6_S6_L001_R1_001-Sorted.txt,ClustalW_7_S7_L001_R1_001-Sorted.txt,ClustalW_8_S8_L001_R1_001-Sorted.txt,ClustalW_9_S9_L001_R1_001-Sorted.txt,ClustalW_11_S11_L001_R1_001-Sorted.txt,Barcode1_sum-Sorted.txt,ClustalW_13_S13_L001_R1_001-Sorted.txt,Barcode2_sum-Sorted.txt,ClustalW_15_S15_L001_R1_001-Sorted.txt,Barcode4_sum-Sorted.txt,ClustalW_17_S17_L001_R1_001-Sorted.txt,Barcode5_sum-Sorted.txt,ClustalW_10_S10_L001_R1_001-Sorted.txt,barcode11_0-35-Sorted.txt,ClustalW_12_S12_L001_R1_001-Sorted.txt,barcode12_0_25-Sorted.txt,ClustalW_14_S14_L001_R1_001-Sorted.txt,Barcode3_sum-Sorted.txt,ClustalW_16_S16_L001_R1_001-Sorted.txt,Barcode6_sum-Sorted.txt,ClustalW_18_S18_L001_R1_001-Sorted.txt,Barcode7_sum-Sorted.txt,ClustalW_19_S19_L001_R1_001-Sorted.txt,Barcode8_sum-Sorted.txt
1_HAC,2_HAC,3_MAA_HAC,4_PD1_HAC,5_2PD1_HAC,6_HAC_BSA,6_HAC_2PD1,6_2PD1_BSA,6_2PD1_2PD1,7_WBT_HAC_miseq,7_WBT_HAC_nanopore,7_2PD1_HAC_miseq,7_2PD1_HAC_nanopore,7_HAC_HAC_miseq,7_HAC_HAC_nanopore,7_Urea_HAC_miseq,7_Urea_HAC_nanopore,7_WBT_PDL1_miseq,7_WBT_PDL1_nanopore,7_2PD1_PDL1_miseq,7_2PD1_PDL1_nanopore,7_HAC_PDL1_miseq,7_HAC_PDL1_nanopore,7_Urea_PDL1_miseq,7_Urea_PDL1_nanopore,4a_Urea_miseq,4a_Urea_nanopore,4a_HAC_miseq,4a_HAC_nanopore
